UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
광고대행사 텔레그램 UY454 마사지 1인샵 홈타이 출장안마 광고 전문,,2021-09-10T23:53:03.000Z,"광고대행사 텔레그램 UY454 마사지 1인샵 홈타이 출장안마 광고 전문
·
9월 11일",의정부출장안마 충남외국인출장 동작29살여성 횡천면출장안마 충북단양점심출장 웅촌면교제 송현역출장안마 정미면지압경락출장 도당동29살여 오시리아역출장마사지 효문동예약금없는출장 부발읍파트너 서산홈타이 장흥출장풀코스 상주연애 e6t,🔆 🔆,,,,[],https://twitter.com/lonorokiqi/status/1436477852090834946
파이,@make_bearable,2021-09-10T23:52:25.000Z,"파이
@make_bearable
·
9월 11일",더부이즈좀 봣고요 더 이상 미룰 수 없는 것들을 좀 하구 점심에 햄버거 시켜먹을고얌 꼬옥  아이스크림이랑 커피도 먹고 싶으니 맥날이겟죠,🤧,,,,[],https://twitter.com/make_bearable/status/1436477692702908421
반 한서엘,@PeroniStar1108,2021-09-10T23:52:01.000Z,"반 한서엘
@PeroniStar1108
·
9월 11일","점심을 다 먹은 형준은 잠깐 싱크대로 시선을 돌렸다 다시 수프 그릇이 있던 곳을 바라보지만, 그릇은 어느덧 사라진 지 오래이네요. 예상했다는 듯이 해탈하게 고개를 끄덕인 형준이 자리에서 일어나 생일 선물을 정리하러 상자째 들고 자신의 방으로 향합니다. 평소 잘 쓰지 않는 서랍을 열자, 어라?",🧊,,,,[],https://twitter.com/PeroniStar1108/status/1436477593591730178
반 한서엘,@PeroniStar1108,2021-09-10T23:51:20.000Z,"반 한서엘
@PeroniStar1108
·
9월 11일","온 선물을 하나하나 뜯다 보니 어느덧 점심을 먹을 시간이 다 되었습니다. 냉장고를 뒤지던 형준의 눈에 '공룡 씨, 각별 씨가 항상 먹던 것-루미나레 식당 사장 잠뜰' 이라고 적힌 도자기 그릇이 보여 그는 그것을 꺼내 듭니다. 냉장고에 있었음에도 불구하고 아직 따뜻한 수프를 호로록 불어 먹은 형
1",🧊,1,,,[],https://twitter.com/PeroniStar1108/status/1436477423248412672
박굴미,@IM_GUlMI,2021-09-10T23:50:45.000Z,"박굴미
@IM_GUlMI
·
9월 11일","내가 살아있는 건지, 죽은 건지, 죽어가는 중인 건지 구별이 안 되는 아침. 오전 내내 바빠서 점심 먹고 올 테니까, 우리 그때 봐.
8",,,,8,[],https://twitter.com/IM_GUlMI/status/1436477276481196033
furry banana,@furry_banana,2021-09-10T23:49:29.000Z,"furry banana
@furry_banana
·
9월 11일","오늘은 아침 먹었으니까 점심 안먹어야겠다
괜히 먹으면 속 더부룩할듯",🐈 🍌,,,,[],https://twitter.com/furry_banana/status/1436476957999333378
시오타니 유타,@UT_sds_bot,2021-09-10T23:48:39.000Z,"시오타니 유타
@UT_sds_bot
·
9월 11일",내가 점심을 굶는게 너랑 무슨 상관이야?,,,,,[],https://twitter.com/UT_sds_bot/status/1436476745901694980
month_s,@months60471965,2021-09-10T23:48:32.000Z,"month_s
@months60471965
·
9월 11일","운동하고 두부면 크림파스타 먹을 예정 
다들 오늘의 점심 메뉴 궁그매..
다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경
보기
2
19",✨ 😳,2,,19,[],https://twitter.com/months60471965/status/1436476716818468864
빵실,@b_bang_sil,2021-09-10T23:48:15.000Z,"빵실
@b_bang_sil
·
9월 11일","창욱씨 주말인데 출근하라해서 미안해요

그럼 점심 사주세요

그래요 먹고싶은거 생각해놔요

왜이리쿨한데.....
근데 망했다 먹고싶은거 생각하는게 젤 어려운데
6
3",💖,6,,3,[],https://twitter.com/b_bang_sil/status/1436476647218188290
패배자,@makeinuota,2021-09-10T23:46:51.000Z,"패배자
@makeinuota
·
9월 11일","그냥 수업내내 자다 일어나니 배고파서 쉬는시간 종치자마자 점심인줄알고 양옆에서 무우 잡고 우다다 올라가서 자리선점한거인
2
3",,,2,3,[],https://twitter.com/makeinuota/status/1436476292132589568
턈,@antibody0722,2021-09-10T23:46:07.000Z,"턈
@antibody0722
·
9월 11일","맞다 인터넷고쳐주기로했는데
점심에갈까...
1",,1,,,[],https://twitter.com/antibody0722/status/1436476109143478272
판에리어 카피페,@Parea_cpp,2021-09-10T23:45:17.000Z,"판에리어 카피페
@Parea_cpp
·
9월 11일","[카피페]
이카루사 : 아침에는 네 개, 점심에는 두 개, 저녁에는 세 개인 게 뭐게요?
타냐 : 음…. 노만의 한숨소리?",,,,,[],https://twitter.com/Parea_cpp/status/1436475900845957123
뮤점천,@6chouten,2021-09-10T23:45:16.000Z,"뮤점천
@6chouten
·
9월 11일","@FF14_noll
 님에게 보내는 답글
어여 아침 드시구 점심 되기 전에 슉 갔다오세요ㅜㅜ
1
1",,1,,1,[],https://twitter.com/6chouten/status/1436475896420921348
🅛🅔🅖🅞,@lego713block,2021-09-10T23:42:24.000Z,"🅛🅔🅖🅞
@lego713block
·
9월 11일","@istoria_NY
 님에게 보내는 답글
아무래도 님이 어떤걸 탈지 모르니깤ㅋㅋㅋㅋ일단 타시면 알려주세요 맞춰서 그쪽으로 갈게요...ㅋㅋㅋㅋ그리고 전날이나 당일 점심에 님한테 제가 라인 드릴게요 그때나 되어야 몇시쯤에 끝날지 알 수 있을듯...
1",,1,,,[],https://twitter.com/lego713block/status/1436475174136778769
들향,@tmzlwm02,2021-09-10T23:41:21.000Z,"들향
@tmzlwm02
·
9월 11일",서울에서 점심이라... ~,,,,,[],https://twitter.com/tmzlwm02/status/1436474911208263681
토도 유리카,@amy06010,2021-09-10T23:40:22.000Z,"토도 유리카
@amy06010
·
9월 11일",오늘도 점심은 마늘라면너무 맛있을것 같아!,♥,,,,[],https://twitter.com/amy06010/status/1436474663882813444
윤나중,@naJunG__,2021-09-10T23:38:01.000Z,"윤나중
@naJunG__
·
9월 11일",햄버거 먹고 싶다 점심으로 먹어야지,,,,,[],https://twitter.com/naJunG__/status/1436474070145503233
웅。。。,@okay_go00,2021-09-10T23:37:42.000Z,"웅。。。
@okay_go00
·
9월 11일","이따 점심산책땐 이거 들으면서 해야 쥐
다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경
보기
1",,,,1,[],https://twitter.com/okay_go00/status/1436473992324399104
BTSallLove⁷ᴮᵘᵗᵗᵉʳ & ᴾᵀᴰ,@yookiDays,2021-09-10T23:34:37.000Z,"BTSallLove⁷ᴮᵘᵗᵗᵉʳ & ᴾᵀᴰ
@yookiDays
·
9월 11일","9.11
TMA  

1. FANNSTAR 초이스상 
- 등급별 투표권 , 
  미션성공시 룰렛 투표권, 
  점심, 저녁 이벤트 타임 투표권 

2. U+아이돌 Live 인기상 
http://global.idollive.tv/board/vote/2

*
I vote for #BTS , #ARMY, #BUTTER, #ButterClipe, #PermissionToDance at the #MPN 2021 (
@BTS_twt
)
11
13",💜 🏆 🗳 🔗,,11,13,"['https://pbs.twimg.com/media/E-9gxTLVEAkcXep?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E-9gxmNUUAUyQHk?format=jpg&name=360x360']",https://twitter.com/yookiDays/status/1436473214201319427
"밀레 / 139,000골까지 숨 참는다 흐읍",@Mill175_180,2021-09-10T23:33:52.000Z,"밀레 / 139,000골까지 숨 참는다 흐읍
@Mill175_180
·
9월 11일","애들 아침밥 사주고 다냐와서 좀 쉬다가
점심 쿠크버스
쿠크버스..어떻게 하는거지 이거
1",,1,,,[],https://twitter.com/Mill175_180/status/1436473024866242561
카야,@1HiAuKTiTdMJcXR,2021-09-10T23:33:37.000Z,"카야
@1HiAuKTiTdMJcXR
·
9월 11일","#건대 점심같이 머긍사람
1
7",,1,,7,[],https://twitter.com/1HiAuKTiTdMJcXR/status/1436472964006887425
뉴트리아,@newtria_12,2021-09-10T23:33:30.000Z,"뉴트리아
@newtria_12
·
9월 11일","@Pyogo_mouse
 님에게 보내는 답글
ㅜㅜㅜㅜ점심 든든히라지만....하루세끼라는 말이 왜 있겠어요....
1",,1,,,[],https://twitter.com/newtria_12/status/1436472935640801288
치즈볼,@cheezeballzzzz,2021-09-10T23:33:25.000Z,"치즈볼
@cheezeballzzzz
·
9월 11일","하이스쿨 시니어때 그나마 여유가 생겨서 애들이랑 점심도 학교 밖에서 먹고 뭐 이것저것 했는데 학교에서 아이스크림 먹고 싶다고 하니까 애들이 아이스크림 트립 가자!!! 해서 갑자기 마트로 가서 밴앤제리 파인트 하나씩 사다가 학교에서 퍼먹었던 기억…
감자
@_teddybearrises
 · 9월 9일
순간의 기억으로 평생을 살아간다는 말 좋아하는데 사람들이 저마다 간직하는 찰나의 순간 인용으로 공유해주면 좋겠다
이 스레드 보기",🌈,,,,['https://pbs.twimg.com/profile_images/1426559176902287374/VVWWVdRz_mini.jpg'],https://twitter.com/cheezeballzzzz/status/1436472912341471233
길(KILL)음,@eateverykordeli,2021-09-10T23:32:42.000Z,"길(KILL)음
@eateverykordeli
·
9월 11일","대준 여유로운 주말보내면 좋겠다.
둘 다 새벽에 몇 번씩 깨는 수면 습관 때문에 평일에 다크서클 달고 살다가 주말엔 점심즈음에 일어나서 하품 쩍쩍하면 좋겠다.. 준기 물 마시고싶은데 잠결에 허리 잡고 안놔주는 간나 손목 잡고 한 오분은 씨름하다가 포기하고 옆에 다시 누워서 잠들어라
4",,,,4,[],https://twitter.com/eateverykordeli/status/1436472731193655299
서삼,@seosam_i,2021-09-10T23:32:23.000Z,"서삼
@seosam_i
·
9월 11일","준호열 귀여운 거 보고 싶당 준 취뽀하고 직원들 같이 점심 먹으러 가자는데 아 저는 애인이 직접 도시락 만들어 줍니다 ㅎㅎ 식사 맛있게 하십쇼 하면서 열이 싸준 호랑이 도시락 맛나게 먹는 상상
3",,,,3,[],https://twitter.com/seosam_i/status/1436472653431197696
세나,@53N4__J,2021-09-10T23:31:58.000Z,"세나
@53N4__J
·
9월 11일","우 재난지원금 쓰려면 직접 가서 사오는게 답인데
점심 뭘 사와야하는거지 이따…",,,,,[],https://twitter.com/53N4__J/status/1436472548296777728
젤리단 8호,@2O190111,2021-09-10T23:31:50.000Z,"젤리단 8호
@2O190111
·
9월 11일","@Jammang_0814
 님에게 보내는 답글
꼭 출발 전 점심 든든히 드시고 중간중간 당 떨어질 때마다 드실 간식도 챙기시고 무사히 지각없이 잘 다녀와봅시다 우리모두 홧팅
2",💪 💪,,,2,[],https://twitter.com/2O190111/status/1436472516143304705
퐈/DF,@ssdfg9166,2021-09-10T23:30:53.000Z,"퐈/DF
@ssdfg9166
·
9월 11일","갈치보니깐 갈치조림 먹고 싶다
점심쯤에 시장으로 갈치사러가야지
2",,,,2,[],https://twitter.com/ssdfg9166/status/1436472274018729984
능소화 아래 정보봇,@NSHinfor,2021-09-10T23:28:43.000Z,"능소화 아래 정보봇
@NSHinfor
·
9월 11일","주아레가 자기 전에 먹곤했던 약은 SNRI계 항우울제. 기면증 치료용. 원래는 아침이나 점심에 먹어야 하는데, 뒷세계에서 있던 8일동안 아침에 깨어있던 적이 거의 없어서(...) 자기 전에 꾸역꾸역 먹었다. 약 시간은 꼭 지키자.",,,,,[],https://twitter.com/NSHinfor/status/1436471729593880576
,@serv45guard,2021-09-10T23:28:02.000Z,"@serv45guard
·
9월 11일","@angry_boost_18
 님에게 보내는 답글
준비한 아침 식사는 냉장고에 넣어둘 테니 더 주무셔도 됩니다. 그래도 점심 전에는 일어나셔야 하루 일정이 꼬이지 않으실 겁니다.
1",❄,1,,,[],https://twitter.com/serv45guard/status/1436471557203787777
박세글자,@parkpytha,2021-09-10T23:27:34.000Z,"박세글자
@parkpytha
·
9월 11일","생각해보니 당연함 그제 점심 다이어트도시락 그제 저녁 에너지바 어제 점심 다이어트도시락 어제 저녁 스콘 이엇음 ㅅㅂ 도랏군 위 작아졋으면 어카쥐 오늘 호텔계의 애슐리 가는데 클낫네
2",,,,2,[],https://twitter.com/parkpytha/status/1436471441898160130
ʀᴀᴜᴍ,@p_rey__,2021-09-10T23:26:51.000Z,"ʀᴀᴜᴍ
@p_rey__
·
9월 11일","아니 웨 아침이야 점심이 아니고 짬뽕 시켜먹고 싶은데
1",,,,1,[],https://twitter.com/p_rey__/status/1436471259718508549
김콩,@sunookong,2021-09-10T23:26:42.000Z,"김콩
@sunookong
·
9월 11일","아침부터김수누봐 점심에도봐 저녁에도봐 계속봐 …
2",,,,2,['https://pbs.twimg.com/media/E-9e9XnVQAQGxIR?format=jpg&name=900x900'],https://twitter.com/sunookong/status/1436471221227384834
(야근맨) 표고버섯 シイタケ,@Pyogo_mouse,2021-09-10T23:26:15.000Z,"(야근맨) 표고버섯 シイタケ
@Pyogo_mouse
·
9월 11일","@newtria_12
 님에게 보내는 답글
ㅇㅅ< 점심 든든하게 먹기루햇어요ㅣㅣ
1",,1,,,[],https://twitter.com/Pyogo_mouse/status/1436471111097540615
환경미화원,@geolremaster,2021-09-10T23:26:10.000Z,"환경미화원
@geolremaster
·
9월 11일","혹시 엑칼보는데 점심약속없으신분
제발저를구제해주십사
2",,2,,,[],https://twitter.com/geolremaster/status/1436471088171520004
매일매일이 luvly day,@lovelydayrecord,2021-09-10T23:25:35.000Z,"매일매일이 luvly day
@lovelydayrecord
·
9월 11일","@hanalsky
 님에게 보내는 답글
네 저도 아점먹거나 점심이 첫끼니이거나 할때가 많은데ㅎ오늘은 먹어요^^
1",💕,1,,,[],https://twitter.com/lovelydayrecord/status/1436470941857378315
𝑀𝐼𝐾𝐼𝑇𝑌ʚ❤︎ɞʲⁱᵐⁱⁿ ⟭⟬ ིྀ⟬⟭ ᵇᵗˢ ᵃʳᵐʸ,@MIKIMIN39,2021-09-10T23:25:24.000Z,"𝑀𝐼𝐾𝐼𝑇𝑌ʚ❤︎ɞʲⁱᵐⁱⁿ ⟭⟬ ིྀ⟬⟭ ᵇᵗˢ ᵃʳᵐʸ
@MIKIMIN39
·
9월 11일","@kw3448
 님에게 보내는 답글
점심에 퇴근해! 잘 해 보자
1",🐥 ☺,,,1,[],https://twitter.com/MIKIMIN39/status/1436470896080740352
다이스,@STARAIN_2R,2021-09-10T23:22:30.000Z,"다이스
@STARAIN_2R
·
9월 11일","@SNOW_WHITE_SR
 님에게 보내는 답글
오늘의 운세는 최고! 점심을 많이 먹어보세요.
럭키 컬러는 노랑.",,,,,[],https://twitter.com/STARAIN_2R/status/1436470167010037760
나니 ⓃⒶⓃⒾ,@nanisarang_,2021-09-10T23:22:05.000Z,"나니 ⓃⒶⓃⒾ
@nanisarang_
·
9월 11일","출근과 동시에 점심 고민
1
1",,1,,1,[],https://twitter.com/nanisarang_/status/1436470059086483457
이코이,@_ee_oi_,2021-09-10T23:21:52.000Z,"이코이
@_ee_oi_
·
9월 11일","@Yongbokisbby
 님에게 보내는 답글
넹멩..! 칭구는 여유롭게 온다고 해서 점심쯤에 만나요..!
1",,1,,,[],https://twitter.com/_ee_oi_/status/1436470004896059396
데모그레이 퍼지웰,@Gray_your,2021-09-10T23:19:37.000Z,"데모그레이 퍼지웰
@Gray_your
·
9월 11일","아침에는 딸기 잼이 맛있지, 물론 점심이나 저녁에도 맛있어.",,,,,[],https://twitter.com/Gray_your/status/1436469441143840768
아마미야 히비야,@Hibiya__Amamiya,2021-09-10T23:17:56.000Z,"아마미야 히비야
@Hibiya__Amamiya
·
9월 11일","단 한 번만이라도 좋으니까, 히요리와 함께 평화롭게 점심을 먹는다든가 … 역시 무리이려나.",,,,,[],https://twitter.com/Hibiya__Amamiya/status/1436469016030158851
카이토/kaito,@kaitobreak_,2021-09-10T23:17:14.000Z,"카이토/kaito
@kaitobreak_
·
9월 11일","@moment_dorai
 님과 
@murderer_oosaka
 님에게 보내는 답글
점심에 순댓국 뻘겋게 드세요!!!!
1",,1,,,[],https://twitter.com/kaitobreak_/status/1436468842239193091
¿¿¿¿(10.단E 준비+신들렌)(뒤.캐입조율 +E.신.준비중),@Av7SjFAt4KT7RjF,2021-09-10T23:16:50.000Z,"¿¿¿¿(10.단E 준비+신들렌)(뒤.캐입조율 +E.신.준비중)
@Av7SjFAt4KT7RjF
·
9월 11일",아침부터 기사단회의가...(서류 보면서 ) 있군..오늘 점심은 좀 늦을거같군..끙 나는 괜찮은데....에스가 먹어야 되는데...(심각한 고민이다..),💦,,,,[],https://twitter.com/Av7SjFAt4KT7RjF/status/1436468739604578304
지피베이직 트리니티(원조),@GPbasicTITI_bot,2021-09-10T23:10:51.000Z,"지피베이직 트리니티(원조)
@GPbasicTITI_bot
·
9월 11일",점심드시고 다시 한번 힘냅시다@_@,,,,,[],https://twitter.com/GPbasicTITI_bot/status/1436467232310128648
정지랄,@jungjiral,2021-09-10T23:08:31.000Z,"정지랄
@jungjiral
·
9월 11일",우리엄마는 어릴 때 나랑 싸우면 짧게는 이틀 길게는 한달정도를 나를 그냥 투명인간 취급 했었다 일단 말을 전혀 안섞고 밥을 안 차려줌 나도 자존심세운다고 말을 안했는데 그럴때면 저녁은 걍 굶는거라 점심 급식을 존나 쳐먹었던 기억이 난다.,,,,,[],https://twitter.com/jungjiral/status/1436466645199843328
Albus,@AAE_onlyhuman,2021-09-10T23:06:56.000Z,"Albus
@AAE_onlyhuman
·
9월 11일","그러니까, 좋은 아침이에요. 온종일 저만 보게 만들고 싶지만.. 조금 참도록 하죠. 점심쯤엔 나를 만나러 오도록 해요. 기다릴 테니.",,,,,[],https://twitter.com/AAE_onlyhuman/status/1436466247156203523
오늘 생일!!!! 잠자는 곰탱이,@sleep_gomtaengi,2021-09-10T23:06:26.000Z,"오늘 생일!!!! 잠자는 곰탱이
@sleep_gomtaengi
·
9월 11일","@Na_iSnA_
 님에게 보내는 답글
엣 전에 점심으로 올리셨던 사진들을 봤는데욧...0ㅁ0
1",🐳,1,,,[],https://twitter.com/sleep_gomtaengi/status/1436466121041858563
정 인,@Jeongindesu_,2021-09-10T23:03:42.000Z,"정 인
@Jeongindesu_
·
9월 11일","저는 씻고 자러가요 점심에 뵈어요~~
1
1",✝,1,,1,[],https://twitter.com/Jeongindesu_/status/1436465434539089922
디르크,@simika2,2021-09-10T23:01:49.000Z,"디르크
@simika2
·
9월 11일",아무리 늦어도 아침 점심 저녁은 거르면 몸에 좋지 않지~ 자 그러니까 아침시간이야~ 밥먹고 할일하자고!,,,,,[],https://twitter.com/simika2/status/1436464959437750273
8월의 크리스마스ᴮᵘᵗᵗᵉʳ,@tkfkdgo0121,2021-09-10T23:01:44.000Z,"8월의 크리스마스ᴮᵘᵗᵗᵉʳ
@tkfkdgo0121
·
9월 11일","@SoulCasa7
 님에게 보내는 답글
4~5시간 걸린다고 하더라구요.
방금 시작했으니 점심 먹을때쯤 끝나길 바라고 있어요.
아파트 전체에서 하는거라 설치기사님이 왔다갔다하시느라 오래 걸린다고 하더라구요.
한번에 다 끝나는게 아니라...ㅜㅜ
1
1",,1,,1,[],https://twitter.com/tkfkdgo0121/status/1436464940265578500
"Lover, Luck, Leo",@luckygirlyours,2021-09-10T23:00:58.000Z,"Lover, Luck, Leo
@luckygirlyours
·
9월 11일",새벽에 제대로 못 잤어? 피곤해 보여서. 이따 점심 거르고 낮잠 잘래?,,,,,[],https://twitter.com/luckygirlyours/status/1436464748707684383
얀데레 L 친구봇,@Yandere_Les,2021-09-10T23:00:58.000Z,"얀데레 L 친구봇
@Yandere_Les
·
9월 11일",아침밥은 잘 챙겨먹은거야? 조금이라도 먹어둬야 점심까지 버티지. 걱정되니까 뭐라도 먹어. 거짓말하지말구. 다 아는수가 있으니까,,,,,[],https://twitter.com/Yandere_Les/status/1436464746870579234
이즈레오 어록,@172x168_love,2021-09-10T23:00:26.000Z,"이즈레오 어록
@172x168_love
·
9월 11일","이즈미: 아니아니, 아직 점심도 다 안 먹었는데. 하여간 레오 군은 다른 사람들의 사정은 아예 관심이 없는 거지? 주변 사람들의 입장도 좀 생각해줬으면 좋겠거든~?

/스카우트! 냥총사, 고양이와 총사
1",,,1,,[],https://twitter.com/172x168_love/status/1436464611046293506
도톰한버섯𐦝,@mushroom_o0o0,2021-09-10T22:59:49.000Z,"도톰한버섯𐦝
@mushroom_o0o0
·
9월 11일","@simsimNPC
 님에게 보내는 답글
나간김에 점심값 축내고 오기
1
1",🔥,1,,1,[],https://twitter.com/mushroom_o0o0/status/1436464458088390659
mykoong마이꿍,@_mykoong,2021-09-10T22:56:07.000Z,"mykoong마이꿍
@_mykoong
·
9월 11일","오늘 점심으로 우렁 잔뜩 넣은 해물 된장찌개 주문이 들어와서 만들어야 함. 오징어 튀김, 리조또도 주말 동안에 먹고 싶다고 함. 작년에 못 먹었다고 이번 겨울엔 양미리 조림도 먹어야 겠다고 미리 말함(누가? 남편이). 곧 토란국이 그 입에서 나올 것을, 나는 안다.
1
2",,,1,2,[],https://twitter.com/_mykoong/status/1436463526793474049
이로,@kim_lover_you80,2021-09-10T22:54:58.000Z,"이로
@kim_lover_you80
·
9월 11일",재획 같이먹을 파티원 구함 아마 점심이나 오후타임에 할듯?,🥔,,,,[],https://twitter.com/kim_lover_you80/status/1436463237566922760
음란개그마귀 신난당,@Hi_nandang_bot,2021-09-10T22:48:42.000Z,"음란개그마귀 신난당
@Hi_nandang_bot
·
9월 11일",맛난점심 조점심 ! 조심조심조점심 !,,,,,[],https://twitter.com/Hi_nandang_bot/status/1436461659971674113
流水 유수,@fuck_365Day,2021-09-10T22:48:37.000Z,"流水 유수
@fuck_365Day
·
9월 11일","@ssno_69
 님에게 보내는 답글
이따가 점심에 먹어야지이...ㅠ
1",,,,1,[],https://twitter.com/fuck_365Day/status/1436461639209865219
여중생 공감 봇,@msgirl_b,2021-09-10T22:47:00.000Z,"여중생 공감 봇
@msgirl_b
·
9월 11일",1교시 끝나고 매점 2교시 끝나고 매점 3교시 끝나고 매점 4교시 끝나고 점심 점심 먹고 매점 5교시 끝나고 매점 6교시 끝나고 매점 그래도 센스있게 다 다른 친구들하고 감,,,,,[],https://twitter.com/msgirl_b/status/1436461233473929217
